Time [s],Packet ID,MOSI,MISO
-0.004389040,0,0x80,0x03
-0.004387040,0,0x85,0x88
-0.004385040,0,0x86,0x00
-0.004383040,0,0x87,0x00
-0.004381040,0,0x88,0x00
-0.004379040,0,0x96,0x00
-0.004377040,0,0x80,0x20
-0.003389000,1,0x80,0x03
-0.003387000,1,0x85,0x88
-0.003385000,1,0x86,0x00
-0.003383000,1,0x87,0x00
-0.003381000,1,0x88,0x00
-0.003379000,1,0x96,0x00
-0.003377000,1,0x80,0x20
-0.002388880,2,0x80,0x83
-0.002386880,2,0x85,0x88
-0.002384880,2,0x86,0x00
-0.002382880,2,0x87,0x01
-0.002380880,2,0x88,0xFF
-0.002378880,2,0x96,0xFF
-0.002376880,2,0x80,0x20
-0.001388720,3,0x80,0x03
-0.001386720,3,0x85,0x88
-0.001384720,3,0x86,0x00
-0.001382720,3,0x87,0x00
-0.001380720,3,0x88,0x00
-0.001378700,3,0x96,0x00
-0.001376700,3,0x80,0x20
-0.000388660,4,0x80,0x03
-0.000386660,4,0x85,0x88
-0.000384660,4,0x86,0x00
-0.000382660,4,0x87,0x00
-0.000380660,4,0x88,0x00
-0.000378660,4,0x96,0x00
-0.000376660,4,0x80,0x20
0.000611440,5,0x80,0x83
0.000613440,5,0x85,0x88
0.000615440,5,0x86,0x00
0.000617440,5,0x87,0x01
0.000619440,5,0x88,0x00
0.000621440,5,0x96,0x00
0.000623440,5,0x80,0x20
0.001611620,6,0x80,0x83
0.001613620,6,0x85,0x88
0.001615620,6,0x86,0x00
0.001617620,6,0x87,0x00
0.001619620,6,0x88,0xFF
0.001621620,6,0x96,0xFF
0.001623620,6,0x80,0x20
0.002611740,7,0x80,0x83
0.002613740,7,0x85,0x88
0.002615740,7,0x86,0x00
0.002617740,7,0x87,0x01
0.002619740,7,0x88,0x00
0.002621740,7,0x96,0x00
0.002623740,7,0x80,0x20
0.003611840,8,0x80,0x03
0.003613840,8,0x85,0x88
0.003615840,8,0x86,0x00
0.003617840,8,0x87,0x00
0.003619840,8,0x88,0x00
0.003621840,8,0x96,0x00
0.003623840,8,0x80,0x20
0.004611960,9,0x80,0x83
0.004613960,9,0x85,0x88
0.004615960,9,0x86,0x00
0.004617960,9,0x87,0x01
0.004619960,9,0x88,0x00
0.004621960,9,0x96,0x00
0.004623960,9,0x80,0x20
0.005612060,10,0x80,0x83
0.005614060,10,0x85,0x88
0.005616060,10,0x86,0x00
0.005618060,10,0x87,0x00
0.005620060,10,0x88,0xFF
0.005622060,10,0x96,0xFF
0.005624060,10,0x80,0x20
0.006612180,11,0x80,0x83
0.006614180,11,0x85,0x88
0.006616180,11,0x86,0x00
0.006618180,11,0x87,0x01
0.006620180,11,0x88,0x00
0.006622180,11,0x96,0x00
0.006624180,11,0x80,0x20
0.007612280,12,0x80,0x03
0.007614280,12,0x85,0x88
0.007616280,12,0x86,0x00
0.007618280,12,0x87,0x00
0.007620280,12,0x88,0x00
0.007622280,12,0x96,0x00
0.007624280,12,0x80,0x20
0.008612340,13,0x80,0x02
0.008614340,13,0x85,0x88
0.008616340,13,0x86,0x00
0.008618340,13,0x87,0x00
0.008620340,13,0x88,0x00
0.008622340,13,0x96,0x00
0.008624340,13,0x80,0x20
0.009618060,14,0x0C,0x83
0.009623440,14,0xEF,0x0F
0.009629200,14,0x0D,0xEF
0.009634560,14,0xEF,0x0F
0.009642200,15,0x80,0x83
0.009644200,15,0x85,0x88
0.009646200,15,0x86,0x00
0.009648200,15,0x87,0x05
0.009650200,15,0x88,0xFF
0.009652200,15,0x96,0xFF
0.009654200,15,0x80,0x20
0.010612620,16,0x80,0x02
0.010614620,16,0x85,0x88
0.010616620,16,0x86,0x00
0.010618620,16,0x87,0x00
0.010620620,16,0x88,0x00
0.010622620,16,0x96,0x00
0.010624620,16,0x80,0x20
0.011612660,17,0x80,0x83
0.011614660,17,0x85,0x88
0.011616660,17,0x86,0x00
0.011618660,17,0x87,0x09
0.011620660,17,0x88,0xFF
0.011622660,17,0x96,0xFA
0.011624660,17,0x80,0x20
0.012612840,18,0x80,0x83
0.012614840,18,0x85,0x88
0.012616840,18,0x86,0x00
0.012618840,18,0x87,0x06
0.012620840,18,0x88,0xFF
0.012622840,18,0x96,0xFB
0.012624840,18,0x80,0x20
0.013612940,19,0x80,0x83
0.013614940,19,0x85,0x88
0.013616940,19,0x86,0x00
0.013618940,19,0x87,0x05
0.013620940,19,0x88,0xFF
0.013622940,19,0x96,0xFE
0.013624940,19,0x80,0x20
0.014739820,20,0x80,0x83
0.014741820,20,0x85,0x88
0.014743820,20,0x86,0x00
0.014745820,20,0x87,0x0D
0.014747820,20,0x88,0xFF
0.014749820,20,0x96,0xF5
0.014751820,20,0x80,0x20
0.015613160,21,0x80,0x02
0.015615160,21,0x85,0x88
0.015617160,21,0x86,0x00
0.015619160,21,0x87,0x00
0.015621160,21,0x88,0x00
0.015623160,21,0x96,0x00
0.015625160,21,0x80,0x20
0.016613280,22,0x80,0x83
0.016615280,22,0x85,0x88
0.016617280,22,0x86,0x00
0.016619280,22,0x87,0x06
0.016621280,22,0x88,0xFF
0.016623280,22,0x96,0xFD
0.016625280,22,0x80,0x20
0.017613380,23,0x80,0x83
0.017615380,23,0x85,0x88
0.017617380,23,0x86,0x00
0.017619380,23,0x87,0x05
0.017621380,23,0x88,0xFF
0.017623380,23,0x96,0xFD
0.017625380,23,0x80,0x20
0.018613500,24,0x80,0x83
0.018615500,24,0x85,0x88
0.018617500,24,0x86,0x00
0.018619500,24,0x87,0x03
0.018621500,24,0x88,0xFF
0.018623500,24,0x96,0xFD
0.018625500,24,0x80,0x20
0.019613600,25,0x80,0x83
0.019615600,25,0x85,0x88
0.019617600,25,0x86,0x00
0.019619620,25,0x87,0x04
0.019621620,25,0x88,0xFF
0.019623620,25,0x96,0xFD
0.019625620,25,0x80,0x20
0.020613720,26,0x80,0x83
0.020615720,26,0x85,0x88
