Time [s],Packet ID,MOSI,MISO
0.001784600,0,0x0A,0xC1
0.001789880,0,0x40,0xAA
0.002782000,1,0x2A,0x10
0.002787300,1,0xCF,0x00
0.002823120,1,0x2B,0xCF
0.002828420,1,0x06,0x00
0.002864240,1,0x2C,0x06
0.002869540,1,0x08,0x00
0.002905360,1,0x2D,0x00
0.002910660,1,0x00,0x00
0.002946720,1,0x2E,0x00
0.002952020,1,0x1E,0x35
0.002957740,1,0x2F,0x35
0.002963020,1,0x6C,0x32
0.002968860,1,0x2E,0x32
0.002974160,1,0x81,0xF0
0.002979880,1,0x2F,0xF0
0.002985180,1,0xD7,0x00
0.002991080,1,0x2E,0x00
0.002996380,1,0xF0,0xF0
0.003002100,1,0x2F,0xF0
0.003007380,1,0x00,0x00
0.003013240,1,0x2E,0x00
0.003018520,1,0x82,0xF0
0.003024260,1,0x2F,0xF0
0.003029540,1,0xA9,0x00
0.003035380,1,0x2E,0x00
0.003040680,1,0xF0,0xF0
0.003046400,1,0x2F,0xF0
0.003051680,1,0x00,0x00
0.003057520,1,0x2E,0x00
0.003062820,1,0xF8,0xF0
0.003068540,1,0x2F,0xF0
0.003073840,1,0x03,0x00
0.003079740,1,0x2E,0x00
0.003085040,1,0x64,0xF0
0.003090760,1,0x2F,0xF0
0.003096060,1,0x41,0x00
0.003101900,1,0x2E,0x00
0.003107200,1,0xF8,0xF0
0.003112920,1,0x2F,0xF0
0.003118220,1,0x08,0x00
0.003124080,1,0x2E,0x00
0.003129360,1,0x60,0xF0
0.003135080,1,0x2F,0xF0
0.003140360,1,0xD0,0x00
0.003146220,1,0x2E,0x00
0.003151520,1,0x35,0xF0
0.003157240,1,0x2F,0xF0
0.003162540,1,0x81,0x00
0.003168460,1,0x2E,0x00
0.003173740,1,0x80,0xF0
0.003179460,1,0x2F,0xF0
0.003184760,1,0x90,0x00
0.003190600,1,0x2E,0x00
0.003195900,1,0x3F,0xF0
0.003201620,1,0x2F,0xF0
0.003206920,1,0x00,0x00
0.003212760,1,0x2E,0x00
0.003218060,1,0xE0,0xF0
0.003223780,1,0x2F,0xF0
0.003229060,1,0xF0,0x00
0.003234920,1,0x2E,0x00
0.003240200,1,0x81,0xF0
0.003245940,1,0x2F,0xF0
0.003251220,1,0xA1,0x00
0.003257120,1,0x2E,0x00
0.003262420,1,0x67,0xF0
0.003268160,1,0x2F,0xF0
0.003273440,1,0x6A,0x00
0.003279300,1,0x2E,0x00
0.003284580,1,0xC9,0xF0
0.003290320,1,0x2F,0xF0
0.003295600,1,0x00,0x00
0.003301460,1,0x2E,0x00
0.003306740,1,0x88,0xF0
0.003312480,1,0x2F,0xF0
0.003317780,1,0xC8,0x00
0.003323620,1,0x2E,0x00
0.003328920,1,0xF0,0xF0
0.003334660,1,0x2F,0xF0
0.003339960,1,0x00,0x00
0.003345860,1,0x2E,0x00
0.003351160,1,0xF8,0xF0
0.003356880,1,0x2F,0xF0
0.003362180,1,0x03,0x00
0.003368020,1,0x2E,0x00
0.003373320,1,0x80,0xF0
0.003379040,1,0x2F,0xF0
0.003384340,1,0x98,0x00
0.003390200,1,0x2E,0x00
0.003395480,1,0xF0,0xF0
0.003401200,1,0x2F,0xF0
0.003406500,1,0x00,0x00
0.003412360,1,0x2E,0x00
0.003417640,1,0x80,0xF0
0.003423360,1,0x2F,0xF0
0.003428660,1,0x98,0x00
0.003434580,1,0x2E,0x00
0.003439880,1,0x60,0xF0
0.003445600,1,0x2F,0xF0
0.003450880,1,0x60,0x00
0.003456740,1,0x2E,0x00
0.003462040,1,0xF8,0xF0
0.003467760,1,0x2F,0xF0
0.003473060,1,0x00,0x00
0.003478900,1,0x2E,0x00
0.003484200,1,0x80,0xF0
