Time[s], Channel 0, Channel 1, Channel 2, Channel 3, button 5 (dpi)
0.00762090, 1, 0, 0, 0, 0
0.00762104, 0, 0, 0, 0, 0
0.00762116, 1, 0, 0, 0, 0
0.00762128, 0, 0, 0, 0, 0
0.00762130, 0, 0, 1, 0, 0
0.00762140, 1, 0, 1, 0, 0
0.00762154, 0, 0, 1, 0, 0
0.00762156, 0, 0, 0, 0, 0
0.00762166, 1, 0, 0, 0, 0
0.00762178, 0, 0, 0, 0, 0
0.00762190, 1, 0, 0, 0, 0
0.00762204, 0, 0, 0, 0, 0
0.00762216, 1, 0, 0, 0, 0
0.00762228, 0, 0, 0, 0, 0
0.00762230, 0, 0, 1, 0, 0
0.00762240, 1, 0, 1, 0, 0
0.00762254, 0, 0, 1, 0, 0
0.00762256, 0, 0, 0, 0, 0
0.00762266, 1, 0, 0, 0, 0
0.00762278, 0, 0, 0, 0, 0
0.00762290, 1, 0, 0, 0, 0
0.00762304, 0, 0, 0, 0, 0
0.00762306, 0, 0, 1, 0, 0
0.00762316, 1, 0, 1, 0, 0
0.00762328, 0, 0, 1, 0, 0
0.00762330, 0, 0, 0, 0, 0
0.00762340, 1, 0, 0, 0, 0
0.00762354, 0, 0, 0, 0, 0
0.00762356, 0, 0, 1, 0, 0
0.00762366, 1, 0, 1, 0, 0
0.00762378, 0, 0, 1, 0, 0
0.00762390, 1, 0, 1, 0, 0
0.00762404, 0, 0, 1, 0, 0
0.00762406, 0, 0, 0, 0, 0
0.00762416, 1, 0, 0, 0, 0
0.00762428, 0, 0, 0, 0, 0
0.00762432, 0, 0, 1, 0, 0
0.00762440, 1, 0, 1, 0, 0
0.00762454, 0, 0, 1, 0, 0
0.00762456, 0, 0, 0, 0, 0
0.00762466, 1, 0, 0, 0, 0
0.00762478, 0, 0, 0, 0, 0
0.00762480, 0, 1, 0, 0, 0
0.00762490, 1, 1, 0, 0, 0
0.00762504, 0, 0, 0, 0, 0
0.00762516, 1, 0, 0, 0, 0
0.00762528, 0, 0, 0, 0, 0
0.00762540, 1, 0, 0, 0, 0
0.00762554, 0, 0, 0, 0, 0
0.00762566, 1, 0, 0, 0, 0
0.00762578, 0, 0, 0, 0, 0
0.00762590, 1, 0, 0, 0, 0
0.00762604, 0, 0, 0, 0, 0
0.00762616, 1, 0, 0, 0, 0
0.00762804, 1, 0, 0, 1, 0
0.00860974, 1, 0, 0, 0, 0
0.00861234, 0, 0, 0, 0, 0
0.00861236, 0, 0, 1, 0, 0
0.00861246, 1, 0, 1, 0, 0
0.00861258, 0, 0, 1, 0, 0
0.00861260, 0, 0, 0, 0, 0
0.00861270, 1, 0, 0, 0, 0
0.00861284, 0, 0, 0, 0, 0
0.00861296, 1, 0, 0, 0, 0
0.00861308, 0, 0, 0, 0, 0
0.00861320, 1, 0, 0, 0, 0
0.00861334, 0, 0, 0, 0, 0
0.00861346, 1, 0, 0, 0, 0
0.00861358, 0, 0, 0, 0, 0
0.00861370, 1, 0, 0, 0, 0
0.00861384, 0, 1, 0, 0, 0
0.00861396, 1, 1, 0, 0, 0
0.00861408, 0, 1, 0, 0, 0
0.00861410, 0, 0, 0, 0, 0
0.00861420, 1, 0, 0, 0, 0
0.00861434, 0, 1, 0, 0, 0
0.00861436, 0, 1, 1, 0, 0
0.00861446, 1, 1, 1, 0, 0
0.00861458, 0, 1, 1, 0, 0
0.00861460, 0, 0, 0, 0, 0
0.00861470, 1, 0, 0, 0, 0
0.00861484, 0, 0, 0, 0, 0
0.00861496, 1, 0, 0, 0, 0
0.00861508, 0, 0, 0, 0, 0
0.00861520, 1, 0, 0, 0, 0
0.00861534, 0, 1, 0, 0, 0
0.00861546, 1, 1, 0, 0, 0
0.00861558, 0, 1, 0, 0, 0
0.00861560, 0, 0, 1, 0, 0
0.00861570, 1, 0, 1, 0, 0
0.00861584, 0, 0, 1, 0, 0
0.00861586, 0, 0, 0, 0, 0
0.00861596, 1, 0, 0, 0, 0
0.00861608, 0, 0, 0, 0, 0
0.00861610, 0, 0, 1, 0, 0
0.00861620, 1, 0, 1, 0, 0
0.00861634, 0, 0, 1, 0, 0
0.00861646, 1, 0, 1, 0, 0
0.00861658, 0, 0, 1, 0, 0
0.00861660, 0, 0, 0, 0, 0
0.00861670, 1, 0, 0, 0, 0
0.00861684, 0, 0, 0, 0, 0
0.00861696, 1, 0, 0, 0, 0
0.00861708, 0, 0, 0, 0, 0
0.00861720, 1, 0, 0, 0, 0
0.00861734, 0, 0, 0, 0, 0
0.00861746, 1, 0, 0, 0, 0
0.00861758, 0, 0, 0, 0, 0
0.00861760, 0, 0, 1, 0, 0
0.00861770, 1, 0, 1, 0, 0
0.00861784, 0, 0, 1, 0, 0
0.00861796, 1, 0, 1, 0, 0
0.00861808, 0, 0, 1, 0, 0
0.00861810, 0, 0, 0, 0, 0
0.00861820, 1, 0, 0, 0, 0
0.00861834, 0, 0, 0, 0, 0
0.00861836, 0, 0, 1, 0, 0
0.00861846, 1, 0, 1, 0, 0
0.00861858, 0, 0, 1, 0, 0
0.00861860, 0, 0, 0, 0, 0
0.00861870, 1, 0, 0, 0, 0
0.00861884, 0, 0, 0, 0, 0
0.00861896, 1, 0, 0, 0, 0
0.00861908, 0, 0, 0, 0, 0
0.00861920, 1, 0, 0, 0, 0
0.00861934, 0, 0, 0, 0, 0
0.00861946, 1, 0, 0, 0, 0
0.00861958, 0, 0, 0, 0, 0
0.00861960, 0, 0, 1, 0, 0
0.00861970, 1, 0, 1, 0, 0
0.00861984, 0, 0, 1, 0, 0
0.00861996, 1, 0, 1, 0, 0
0.00862008, 0, 0, 1, 0, 0
0.00862020, 1, 0, 1, 0, 0
0.00862034, 0, 0, 1, 0, 0
0.00862046, 1, 0, 1, 0, 0
0.00862058, 0, 0, 1, 0, 0
0.00862060, 0, 0, 0, 0, 0
0.00862070, 1, 0, 0, 0, 0
0.00862084, 0, 0, 0, 0, 0
0.00862096, 1, 0, 0, 0, 0
0.00862108, 0, 0, 0, 0, 0
0.00862120, 1, 0, 0, 0, 0
0.00862134, 0, 0, 0, 0, 0
0.00862136, 0, 0, 1, 0, 0
0.00862146, 1, 0, 1, 0, 0
0.00862158, 0, 0, 1, 0, 0
0.00862160, 0, 0, 0, 0, 0
0.00862170, 1, 0, 0, 0, 0
0.00862184, 0, 0, 0, 0, 0
0.00862196, 1, 0, 0, 0, 0
0.00862208, 0, 0, 0, 0, 0
0.00862220, 1, 0, 0, 0, 0
0.00862234, 0, 0, 0, 0, 0
0.00862236, 0, 0, 1, 0, 0
0.00862246, 1, 0, 1, 0, 0
0.00862258, 0, 0, 1, 0, 0
0.00862260, 0, 0, 0, 0, 0
0.00862270, 1, 0, 0, 0, 0
0.00862284, 0, 0, 0, 0, 0
0.00862296, 1, 0, 0, 0, 0
0.00862308, 0, 0, 0, 0, 0
0.00862310, 0, 0, 1, 0, 0
0.00862320, 1, 0, 1, 0, 0
0.00862334, 0, 0, 1, 0, 0
0.00862336, 0, 0, 0, 0, 0
0.00862346, 1, 0, 0, 0, 0
0.00862358, 0, 0, 0, 0, 0
0.00862360, 0, 0, 1, 0, 0
0.00862370, 1, 0, 1, 0, 0
0.00862384, 0, 0, 1, 0, 0
0.00862396, 1, 0, 1, 0, 0
0.00862408, 0, 0, 1, 0, 0
0.00862410, 0, 0, 0, 0, 0
0.00862420, 1, 0, 0, 0, 0
0.00862434, 0, 0, 0, 0, 0
0.00862436, 0, 0, 1, 0, 0
0.00862446, 1, 0, 1, 0, 0
0.00862458, 0, 0, 1, 0, 0
0.00862460, 0, 0, 0, 0, 0
0.00862470, 1, 0, 0, 0, 0
0.00862484, 0, 1, 0, 0, 0
0.00862496, 1, 1, 0, 0, 0
0.00862508, 0, 1, 0, 0, 0
0.00862510, 0, 0, 0, 0, 0
0.00862520, 1, 0, 0, 0, 0
0.00862534, 0, 0, 0, 0, 0
0.00862546, 1, 0, 0, 0, 0
0.00862558, 0, 0, 0, 0, 0
0.00862570, 1, 0, 0, 0, 0
0.00862584, 0, 0, 0, 0, 0
0.00862596, 1, 0, 0, 0, 0
0.00862608, 0, 0, 0, 0, 0
0.00862620, 1, 0, 0, 0, 0
0.00862810, 1, 0, 0, 1, 0
0.00961560, 1, 1, 0, 0, 0
0.00961806, 0, 1, 0, 0, 0
0.00961820, 1, 1, 0, 0, 0
0.00961832, 0, 1, 0, 0, 0
0.00961834, 0, 0, 0, 0, 0
0.00961844, 1, 0, 0, 0, 0
0.00961856, 0, 0, 0, 0, 0
0.00961870, 1, 0, 0, 0, 0
0.00961882, 0, 0, 0, 0, 0
0.00961894, 1, 0, 0, 0, 0
0.00961906, 0, 0, 0, 0, 0
0.00961910, 0, 0, 1, 0, 0
0.00961920, 1, 0, 1, 0, 0
0.00961932, 0, 0, 1, 0, 0
0.00961944, 1, 0, 1, 0, 0
0.00961956, 0, 0, 1, 0, 0
0.00961958, 0, 1, 1, 0, 0
0.00961960, 0, 1, 0, 0, 0
0.00961970, 1, 1, 0, 0, 0
0.00961982, 0, 1, 0, 0, 0
0.00961994, 1, 1, 0, 0, 0
0.00962344, 0, 1, 0, 0, 0
0.00962346, 0, 0, 1, 0, 0
0.00962356, 1, 0, 1, 0, 0
0.00962370, 0, 0, 1, 0, 0
0.00962382, 1, 0, 1, 0, 0
0.00962394, 0, 0, 1, 0, 0
0.00962406, 1, 0, 1, 0, 0
0.00962420, 0, 0, 1, 0, 0
0.00962422, 0, 0, 0, 0, 0
0.00962432, 1, 0, 0, 0, 0
0.00962444, 0, 0, 0, 0, 0
0.00962446, 0, 1, 1, 0, 0
0.00962456, 1, 1, 1, 0, 0
0.00962470, 0, 1, 1, 0, 0
0.00962482, 1, 1, 1, 0, 0
0.00962494, 0, 1, 1, 0, 0
0.00962506, 1, 1, 1, 0, 0
0.00962520, 0, 1, 1, 0, 0
0.00962532, 1, 1, 1, 0, 0
0.00962594, 1, 1, 0, 0, 0
0.00962920, 0, 1, 0, 0, 0
0.00962932, 1, 1, 0, 0, 0
0.00962944, 0, 1, 0, 0, 0
0.00962956, 1, 1, 0, 0, 0
0.00962970, 0, 1, 0, 0, 0
0.00962982, 1, 1, 0, 0, 0
0.00962994, 0, 1, 0, 0, 0
0.00962996, 0, 0, 0, 0, 0
0.00963006, 1, 0, 0, 0, 0
0.00963020, 0, 1, 0, 0, 0
0.00963022, 0, 1, 1, 0, 0
0.00963032, 1, 1, 1, 0, 0
0.00963044, 0, 1, 1, 0, 0
0.00963056, 1, 1, 1, 0, 0
0.00963070, 0, 1, 1, 0, 0
0.00963072, 0, 1, 0, 0, 0
0.00963082, 1, 1, 0, 0, 0
0.00963094, 0, 1, 0, 0, 0
0.00963096, 0, 1, 1, 0, 0
0.00963106, 1, 1, 1, 0, 0
0.00963170, 1, 1, 0, 0, 0
0.00963456, 0, 1, 0, 0, 0
0.00963458, 0, 0, 0, 0, 0
0.00963460, 0, 0, 1, 0, 0
0.00963470, 1, 0, 1, 0, 0
0.00963482, 0, 0, 1, 0, 0
0.00963494, 1, 0, 1, 0, 0
0.00963506, 0, 0, 1, 0, 0
0.00963520, 1, 0, 1, 0, 0
0.00963532, 0, 0, 1, 0, 0
0.00963534, 0, 0, 0, 0, 0
0.00963544, 1, 0, 0, 0, 0
0.00963556, 0, 0, 0, 0, 0
0.00963558, 0, 1, 0, 0, 0
0.00963560, 0, 1, 1, 0, 0
0.00963570, 1, 1, 1, 0, 0
0.00963582, 0, 1, 1, 0, 0
0.00963594, 1, 1, 1, 0, 0
0.00963606, 0, 1, 1, 0, 0
0.00963620, 1, 1, 1, 0, 0
0.00963632, 0, 1, 1, 0, 0
0.00963644, 1, 1, 1, 0, 0
0.00963708, 1, 1, 0, 0, 0
0.00963788, 1, 1, 0, 1, 0
0.00963810, 1, 0, 0, 1, 0
0.00963960, 1, 0, 0, 0, 0
0.00963962, 1, 1, 0, 0, 0
0.00964220, 0, 1, 0, 0, 0
0.00964222, 0, 1, 1, 0, 0
0.00964232, 1, 1, 1, 0, 0
0.00964244, 0, 1, 1, 0, 0
0.00964246, 0, 0, 0, 0, 0
0.00964258, 1, 0, 0, 0, 0
0.00964270, 0, 0, 0, 0, 0
0.00964282, 1, 0, 0, 0, 0
0.00964294, 0, 0, 0, 0, 0
0.00964308, 1, 0, 0, 0, 0
0.00964320, 0, 0, 0, 0, 0
0.00964332, 1, 0, 0, 0, 0
0.00964344, 0, 0, 0, 0, 0
0.00964358, 1, 0, 0, 0, 0
0.00964370, 0, 0, 0, 0, 0
0.00964372, 0, 1, 0, 0, 0
0.00964382, 1, 1, 0, 0, 0
0.00964394, 0, 1, 0, 0, 0
0.00964406, 1, 1, 0, 0, 0
0.00964420, 0, 1, 0, 0, 0
0.00964422, 0, 1, 1, 0, 0
0.00964432, 1, 1, 1, 0, 0
0.00964444, 0, 1, 1, 0, 0
0.00964446, 0, 0, 0, 0, 0
0.00964458, 1, 0, 0, 0, 0
0.00964470, 0, 0, 0, 0, 0
0.00964482, 1, 0, 0, 0, 0
0.00964494, 0, 0, 0, 0, 0
0.00964508, 1, 0, 0, 0, 0
0.00964520, 0, 0, 0, 0, 0
0.00964522, 0, 1, 0, 0, 0
0.00964532, 1, 1, 0, 0, 0
0.00964544, 0, 1, 0, 0, 0
0.00964546, 0, 0, 0, 0, 0
0.00964548, 0, 0, 1, 0, 0
0.00964558, 1, 0, 1, 0, 0
0.00964570, 0, 0, 1, 0, 0
0.00964572, 0, 0, 0, 0, 0
0.00964582, 1, 0, 0, 0, 0
0.00964594, 0, 0, 0, 0, 0
0.00964598, 0, 0, 1, 0, 0
0.00964608, 1, 0, 1, 0, 0
0.00964620, 0, 0, 1, 0, 0
0.00964632, 1, 0, 1, 0, 0
0.00964644, 0, 0, 1, 0, 0
0.00964648, 0, 0, 0, 0, 0
0.00964658, 1, 0, 0, 0, 0
0.00964670, 0, 0, 0, 0, 0
0.00964682, 1, 0, 0, 0, 0
0.00964694, 0, 0, 0, 0, 0
0.00964708, 1, 0, 0, 0, 0
0.00964720, 0, 0, 0, 0, 0
0.00964732, 1, 0, 0, 0, 0
0.00964744, 0, 0, 0, 0, 0
0.00964748, 0, 0, 1, 0, 0
0.00964758, 1, 0, 1, 0, 0
0.00964770, 0, 0, 1, 0, 0
0.00964782, 1, 0, 1, 0, 0
0.00964794, 0, 0, 1, 0, 0
0.00964798, 0, 0, 0, 0, 0
0.00964808, 1, 0, 0, 0, 0
0.00964820, 0, 0, 0, 0, 0
0.00964822, 0, 0, 1, 0, 0
0.00964832, 1, 0, 1, 0, 0
0.00964844, 0, 0, 1, 0, 0
0.00964848, 0, 0, 0, 0, 0
0.00964858, 1, 0, 0, 0, 0
0.00964870, 0, 0, 0, 0, 0
0.00964882, 1, 0, 0, 0, 0
0.00964894, 0, 0, 0, 0, 0
0.00964908, 1, 0, 0, 0, 0
0.00964920, 0, 0, 0, 0, 0
0.00964932, 1, 0, 0, 0, 0
0.00964944, 0, 0, 0, 0, 0
0.00964946, 0, 1, 1, 0, 0
0.00964958, 1, 1, 1, 0, 0
0.00964970, 0, 0, 1, 0, 0
0.00964982, 1, 0, 1, 0, 0
0.00964994, 0, 0, 1, 0, 0
0.00964996, 0, 1, 1, 0, 0
0.00965008, 1, 1, 1, 0, 0
0.00965020, 0, 1, 1, 0, 0
0.00965032, 1, 1, 1, 0, 0
0.00965044, 0, 1, 1, 0, 0
0.00965048, 0, 1, 0, 0, 0
0.00965058, 1, 1, 0, 0, 0
0.00965070, 0, 1, 0, 0, 0
0.00965082, 1, 1, 0, 0, 0
0.00965094, 0, 1, 0, 0, 0
0.00965108, 1, 1, 0, 0, 0
0.00965120, 0, 1, 0, 0, 0
0.00965122, 0, 1, 1, 0, 0
0.00965132, 1, 1, 1, 0, 0
0.00965144, 0, 1, 1, 0, 0
0.00965148, 0, 1, 0, 0, 0
0.00965158, 1, 1, 0, 0, 0
0.00965170, 0, 1, 0, 0, 0
0.00965182, 1, 1, 0, 0, 0
0.00965194, 0, 1, 0, 0, 0
0.00965208, 1, 1, 0, 0, 0
0.00965220, 0, 1, 0, 0, 0
0.00965222, 0, 1, 1, 0, 0
0.00965232, 1, 1, 1, 0, 0
0.00965244, 0, 1, 1, 0, 0
0.00965248, 0, 1, 0, 0, 0
0.00965258, 1, 1, 0, 0, 0
0.00965270, 0, 1, 0, 0, 0
0.00965282, 1, 1, 0, 0, 0
0.00965294, 0, 1, 0, 0, 0
0.00965298, 0, 1, 1, 0, 0
0.00965308, 1, 1, 1, 0, 0
0.00965320, 0, 1, 1, 0, 0
0.00965322, 0, 1, 0, 0, 0
0.00965332, 1, 1, 0, 0, 0
0.00965344, 0, 1, 0, 0, 0
0.00965348, 0, 1, 1, 0, 0
0.00965358, 1, 1, 1, 0, 0
0.00965370, 0, 1, 1, 0, 0
0.00965382, 1, 1, 1, 0, 0
0.00965394, 0, 1, 1, 0, 0
0.00965398, 0, 1, 0, 0, 0
0.00965408, 1, 1, 0, 0, 0
0.00965420, 0, 0, 0, 0, 0
0.00965422, 0, 0, 1, 0, 0
0.00965432, 1, 0, 1, 0, 0
0.00965444, 0, 0, 1, 0, 0
0.00965448, 0, 0, 0, 0, 0
0.00965458, 1, 0, 0, 0, 0
0.00965470, 0, 0, 0, 0, 0
0.00965472, 0, 1, 0, 0, 0
0.00965482, 1, 1, 0, 0, 0
0.00965494, 0, 1, 0, 0, 0
0.00965496, 0, 0, 0, 0, 0
0.00965508, 1, 0, 0, 0, 0
0.00965520, 0, 0, 0, 0, 0
0.00965532, 1, 0, 0, 0, 0
0.00965544, 0, 0, 0, 0, 0
0.00965558, 1, 0, 0, 0, 0
0.00965570, 0, 0, 0, 0, 0
0.00965582, 1, 0, 0, 0, 0
0.00965594, 0, 0, 0, 0, 0
0.00965608, 1, 0, 0, 0, 0
0.00965796, 1, 0, 0, 1, 0
0.01061002, 1, 0, 0, 0, 0
0.01061262, 0, 0, 0, 0, 0
0.01061264, 0, 0, 1, 0, 0
0.01061274, 1, 0, 1, 0, 0
0.01061286, 0, 0, 1, 0, 0
0.01061290, 0, 0, 0, 0, 0
0.01061300, 1, 0, 0, 0, 0
0.01061312, 0, 0, 0, 0, 0
0.01061324, 1, 0, 0, 0, 0
0.01061336, 0, 0, 0, 0, 0
0.01061348, 1, 0, 0, 0, 0
0.01061362, 0, 0, 0, 0, 0
0.01061374, 1, 0, 0, 0, 0
0.01061386, 0, 0, 0, 0, 0
0.01061398, 1, 0, 0, 0, 0
0.01061412, 0, 1, 0, 0, 0
0.01061424, 1, 1, 0, 0, 0
0.01061436, 0, 1, 0, 0, 0
0.01061438, 0, 0, 0, 0, 0
0.01061448, 1, 0, 0, 0, 0
0.01061462, 0, 1, 0, 0, 0
0.01061464, 0, 1, 1, 0, 0
0.01061474, 1, 1, 1, 0, 0
0.01061486, 0, 1, 1, 0, 0
0.01061488, 0, 0, 0, 0, 0
0.01061498, 1, 0, 0, 0, 0
0.01061512, 0, 0, 0, 0, 0
0.01061524, 1, 0, 0, 0, 0
0.01061536, 0, 0, 0, 0, 0
0.01061550, 1, 0, 0, 0, 0
0.01061562, 0, 1, 0, 0, 0
0.01061574, 1, 1, 0, 0, 0
0.01061586, 0, 1, 0, 0, 0
0.01061588, 0, 0, 0, 0, 0
0.01061590, 0, 0, 1, 0, 0
0.01061600, 1, 0, 1, 0, 0
0.01061612, 0, 0, 1, 0, 0
0.01061614, 0, 0, 0, 0, 0
0.01061624, 1, 0, 0, 0, 0
0.01061636, 0, 0, 0, 0, 0
0.01061640, 0, 0, 1, 0, 0
0.01061650, 1, 0, 1, 0, 0
0.01061662, 0, 0, 1, 0, 0
0.01061674, 1, 0, 1, 0, 0
0.01061686, 0, 0, 1, 0, 0
0.01061690, 0, 0, 0, 0, 0
0.01061700, 1, 0, 0, 0, 0
0.01061712, 0, 0, 0, 0, 0
0.01061724, 1, 0, 0, 0, 0
0.01061736, 0, 0, 0, 0, 0
0.01061750, 1, 0, 0, 0, 0
0.01061762, 0, 0, 0, 0, 0
0.01061774, 1, 0, 0, 0, 0
0.01061786, 0, 0, 0, 0, 0
0.01061790, 0, 0, 1, 0, 0
0.01061800, 1, 0, 1, 0, 0
0.01061812, 0, 0, 1, 0, 0
0.01061824, 1, 0, 1, 0, 0
0.01061836, 0, 0, 1, 0, 0
0.01061840, 0, 0, 0, 0, 0
0.01061850, 1, 0, 0, 0, 0
0.01061862, 0, 0, 0, 0, 0
0.01061864, 0, 0, 1, 0, 0
0.01061874, 1, 0, 1, 0, 0
0.01061886, 0, 0, 1, 0, 0
0.01061890, 0, 0, 0, 0, 0
0.01061900, 1, 0, 0, 0, 0
0.01061912, 0, 0, 0, 0, 0
0.01061924, 1, 0, 0, 0, 0
0.01061936, 0, 0, 0, 0, 0
0.01061950, 1, 0, 0, 0, 0
0.01061962, 0, 0, 0, 0, 0
0.01061974, 1, 0, 0, 0, 0
0.01061986, 0, 0, 0, 0, 0
0.01061990, 0, 0, 1, 0, 0
0.01062000, 1, 0, 1, 0, 0
0.01062012, 0, 0, 1, 0, 0
0.01062024, 1, 0, 1, 0, 0
0.01062036, 0, 0, 1, 0, 0
0.01062050, 1, 0, 1, 0, 0
0.01062062, 0, 0, 1, 0, 0
0.01062074, 1, 0, 1, 0, 0
0.01062086, 0, 0, 1, 0, 0
0.01062090, 0, 0, 0, 0, 0
0.01062100, 1, 0, 0, 0, 0
0.01062112, 0, 0, 0, 0, 0
0.01062124, 1, 0, 0, 0, 0
0.01062136, 0, 0, 0, 0, 0
0.01062150, 1, 0, 0, 0, 0
0.01062162, 0, 0, 0, 0, 0
0.01062164, 0, 0, 1, 0, 0
0.01062174, 1, 0, 1, 0, 0
0.01062186, 0, 0, 1, 0, 0
0.01062190, 0, 0, 0, 0, 0
0.01062200, 1, 0, 0, 0, 0
0.01062212, 0, 0, 0, 0, 0
0.01062224, 1, 0, 0, 0, 0
0.01062236, 0, 0, 0, 0, 0
0.01062250, 1, 0, 0, 0, 0
0.01062262, 0, 0, 0, 0, 0
0.01062264, 0, 0, 1, 0, 0
0.01062274, 1, 0, 1, 0, 0
0.01062286, 0, 0, 1, 0, 0
0.01062290, 0, 0, 0, 0, 0
0.01062300, 1, 0, 0, 0, 0
0.01062312, 0, 0, 0, 0, 0
0.01062324, 1, 0, 0, 0, 0
0.01062336, 0, 0, 0, 0, 0
0.01062340, 0, 0, 1, 0, 0
0.01062350, 1, 0, 1, 0, 0
0.01062362, 0, 0, 1, 0, 0
0.01062364, 0, 0, 0, 0, 0
0.01062374, 1, 0, 0, 0, 0
0.01062386, 0, 0, 0, 0, 0
0.01062390, 0, 0, 1, 0, 0
0.01062400, 1, 0, 1, 0, 0
0.01062412, 0, 0, 1, 0, 0
0.01062424, 1, 0, 1, 0, 0
0.01062436, 0, 0, 1, 0, 0
0.01062440, 0, 0, 0, 0, 0
0.01062450, 1, 0, 0, 0, 0
0.01062462, 0, 0, 0, 0, 0
0.01062464, 0, 0, 1, 0, 0
0.01062474, 1, 0, 1, 0, 0
0.01062486, 0, 0, 1, 0, 0
0.01062490, 0, 0, 0, 0, 0
0.01062500, 1, 0, 0, 0, 0
0.01062512, 0, 0, 0, 0, 0
0.01062514, 0, 1, 0, 0, 0
0.01062524, 1, 1, 0, 0, 0
0.01062536, 0, 1, 0, 0, 0
0.01062538, 0, 0, 0, 0, 0
0.01062550, 1, 0, 0, 0, 0
0.01062562, 0, 0, 0, 0, 0
0.01062574, 1, 0, 0, 0, 0
0.01062586, 0, 0, 0, 0, 0
0.01062600, 1, 0, 0, 0, 0
0.01062612, 0, 0, 0, 0, 0
0.01062624, 1, 0, 0, 0, 0
0.01062636, 0, 0, 0, 0, 0
0.01062650, 1, 0, 0, 0, 0
0.01062838, 1, 0, 0, 1, 0
0.01161006, 1, 0, 0, 0, 0
0.01161008, 1, 1, 0, 0, 0
0.01161266, 0, 1, 0, 0, 0
0.01161268, 0, 1, 1, 0, 0
0.01161278, 1, 1, 1, 0, 0
0.01161292, 0, 0, 1, 0, 0
0.01161294, 0, 0, 0, 0, 0
0.01161304, 1, 0, 0, 0, 0
0.01161316, 0, 0, 0, 0, 0
0.01161328, 1, 0, 0, 0, 0
0.01161342, 0, 0, 0, 0, 0
0.01161354, 1, 0, 0, 0, 0
0.01161366, 0, 0, 0, 0, 0
0.01161378, 1, 0, 0, 0, 0
0.01161392, 0, 0, 0, 0, 0
0.01161404, 1, 0, 0, 0, 0
0.01161416, 0, 0, 0, 0, 0
0.01161418, 0, 1, 0, 0, 0
0.01161428, 1, 1, 0, 0, 0
0.01161442, 0, 1, 0, 0, 0
0.01161454, 1, 1, 0, 0, 0
0.01161466, 0, 1, 0, 0, 0
0.01161468, 0, 1, 1, 0, 0
0.01161478, 1, 1, 1, 0, 0
0.01161492, 0, 0, 1, 0, 0
0.01161494, 0, 0, 0, 0, 0
0.01161504, 1, 0, 0, 0, 0
0.01161516, 0, 0, 0, 0, 0
0.01161528, 1, 0, 0, 0, 0
0.01161542, 0, 0, 0, 0, 0
0.01161554, 1, 0, 0, 0, 0
0.01161566, 0, 0, 0, 0, 0
0.01161568, 0, 1, 0, 0, 0
0.01161578, 1, 1, 0, 0, 0
0.01161592, 0, 0, 0, 0, 0
0.01161594, 0, 0, 1, 0, 0
0.01161604, 1, 0, 1, 0, 0
0.01161616, 0, 0, 1, 0, 0
0.01161618, 0, 0, 0, 0, 0
0.01161628, 1, 0, 0, 0, 0
0.01161642, 0, 0, 0, 0, 0
0.01161644, 0, 0, 1, 0, 0
0.01161654, 1, 0, 1, 0, 0
0.01161666, 0, 0, 1, 0, 0
0.01161678, 1, 0, 1, 0, 0
0.01161692, 0, 0, 1, 0, 0
0.01161694, 0, 0, 0, 0, 0
0.01161704, 1, 0, 0, 0, 0
0.01161716, 0, 0, 0, 0, 0
0.01161728, 1, 0, 0, 0, 0
0.01161742, 0, 0, 0, 0, 0
0.01161754, 1, 0, 0, 0, 0
0.01161766, 0, 0, 0, 0, 0
0.01161778, 1, 0, 0, 0, 0
0.01161792, 0, 0, 0, 0, 0
0.01161794, 0, 0, 1, 0, 0
0.01161804, 1, 0, 1, 0, 0
0.01161816, 0, 0, 1, 0, 0
0.01161828, 1, 0, 1, 0, 0
0.01161842, 0, 0, 1, 0, 0
0.01161844, 0, 0, 0, 0, 0
0.01161854, 1, 0, 0, 0, 0
0.01161866, 0, 0, 0, 0, 0
0.01161868, 0, 0, 1, 0, 0
0.01161878, 1, 0, 1, 0, 0
0.01161892, 0, 0, 1, 0, 0
0.01161894, 0, 0, 0, 0, 0
0.01161904, 1, 0, 0, 0, 0
0.01161916, 0, 0, 0, 0, 0
0.01161928, 1, 0, 0, 0, 0
0.01161942, 0, 0, 0, 0, 0
0.01161954, 1, 0, 0, 0, 0
0.01161966, 0, 0, 0, 0, 0
0.01161968, 0, 1, 0, 0, 0
0.01161978, 1, 1, 0, 0, 0
0.01161992, 0, 0, 0, 0, 0
0.01161994, 0, 0, 1, 0, 0
0.01162004, 1, 0, 1, 0, 0
0.01162016, 0, 0, 1, 0, 0
0.01162028, 1, 0, 1, 0, 0
0.01162042, 0, 1, 1, 0, 0
0.01162054, 1, 1, 1, 0, 0
0.01162066, 0, 1, 1, 0, 0
0.01162078, 1, 1, 1, 0, 0
0.01162092, 0, 1, 1, 0, 0
0.01162094, 0, 1, 0, 0, 0
0.01162104, 1, 1, 0, 0, 0
0.01162116, 0, 1, 0, 0, 0
0.01162128, 1, 1, 0, 0, 0
0.01162142, 0, 1, 0, 0, 0
0.01162154, 1, 1, 0, 0, 0
0.01162166, 0, 1, 0, 0, 0
0.01162168, 0, 1, 1, 0, 0
0.01162178, 1, 1, 1, 0, 0
0.01162192, 0, 1, 1, 0, 0
0.01162194, 0, 1, 0, 0, 0
