Time[s], Channel 0, Channel 1, Channel 2, Channel 3
0.35177656, 0, 1, 0, 0
0.35177666, 1, 1, 0, 0
0.35177678, 0, 1, 0, 0
0.35177680, 0, 0, 0, 0
0.35177692, 1, 0, 0, 0
0.35177704, 0, 0, 0, 0
0.35177716, 1, 0, 0, 0
0.35177728, 0, 0, 0, 0
0.35177740, 1, 0, 0, 0
0.35177752, 0, 0, 0, 0
0.35177766, 1, 0, 0, 0
0.35177778, 0, 0, 0, 0
0.35177780, 0, 0, 1, 0
0.35177790, 1, 0, 1, 0
0.35177802, 0, 0, 1, 0
0.35177804, 0, 1, 1, 0
0.35177814, 1, 1, 1, 0
0.35177876, 1, 1, 0, 0
0.35178160, 0, 1, 0, 0
0.35178162, 0, 0, 1, 0
0.35178172, 1, 0, 1, 0
0.35178184, 0, 0, 1, 0
0.35178186, 0, 0, 0, 0
0.35178196, 1, 0, 0, 0
0.35178208, 0, 0, 0, 0
0.35178210, 0, 1, 0, 0
0.35178222, 1, 1, 0, 0
0.35178234, 0, 1, 0, 0
0.35178246, 1, 1, 0, 0
0.35178258, 0, 1, 0, 0
0.35178260, 0, 0, 0, 0
0.35178270, 1, 0, 0, 0
0.35178282, 0, 0, 0, 0
0.35178296, 1, 0, 0, 0
0.35178308, 0, 0, 0, 0
0.35178320, 1, 0, 0, 0
0.35178332, 0, 0, 0, 0
0.35178344, 1, 0, 0, 0
0.35178486, 1, 0, 0, 1
0.35178502, 1, 0, 0, 0
0.35178504, 1, 1, 0, 0
0.35178744, 0, 1, 0, 0
0.35178756, 1, 1, 0, 0
0.35178770, 0, 1, 0, 0
0.35178782, 1, 1, 0, 0
0.35178794, 0, 1, 0, 0
0.35178796, 0, 0, 0, 0
0.35178806, 1, 0, 0, 0
0.35178818, 0, 0, 0, 0
0.35178830, 1, 0, 0, 0
0.35178842, 0, 0, 0, 0
0.35178856, 1, 0, 0, 0
0.35178868, 0, 0, 0, 0
0.35178880, 1, 0, 0, 0
0.35178892, 0, 0, 0, 0
0.35178894, 0, 0, 1, 0
0.35178904, 1, 0, 1, 0
0.35178916, 0, 0, 1, 0
0.35178918, 0, 1, 1, 0
0.35178930, 1, 1, 1, 0
0.35178990, 1, 1, 0, 0
0.35179274, 0, 1, 0, 0
0.35179276, 0, 0, 0, 0
0.35179286, 1, 0, 0, 0
0.35179298, 0, 0, 0, 0
0.35179312, 1, 0, 0, 0
0.35179324, 0, 0, 0, 0
0.35179326, 0, 1, 1, 0
0.35179336, 1, 1, 1, 0
0.35179348, 0, 1, 1, 0
0.35179350, 0, 1, 0, 0
0.35179360, 1, 1, 0, 0
0.35179372, 0, 1, 0, 0
0.35179374, 0, 0, 0, 0
0.35179386, 1, 0, 0, 0
0.35179398, 0, 0, 0, 0
0.35179410, 1, 0, 0, 0
0.35179422, 0, 0, 0, 0
0.35179434, 1, 0, 0, 0
0.35179446, 0, 0, 0, 0
0.35179460, 1, 0, 0, 0
0.35179604, 1, 0, 0, 1
0.35180234, 1, 1, 0, 0
0.35180490, 0, 1, 0, 0
0.35180492, 0, 1, 1, 0
0.35180502, 1, 1, 1, 0
0.35180514, 0, 1, 1, 0
0.35180516, 0, 1, 0, 0
0.35180526, 1, 1, 0, 0
0.35180538, 0, 1, 0, 0
0.35180540, 0, 0, 0, 0
0.35180550, 1, 0, 0, 0
0.35180564, 0, 0, 0, 0
0.35180576, 1, 0, 0, 0
0.35180588, 0, 0, 0, 0
0.35180600, 1, 0, 0, 0
0.35180612, 0, 0, 0, 0
0.35180624, 1, 0, 0, 0
0.35180638, 0, 0, 0, 0
0.35180650, 1, 0, 0, 0
0.35180662, 0, 0, 0, 0
0.35180664, 0, 1, 0, 0
0.35180674, 1, 1, 0, 0
0.35180686, 0, 1, 0, 0
0.35180688, 0, 1, 1, 0
0.35180698, 1, 1, 1, 0
0.35180712, 0, 0, 1, 0
0.35180714, 0, 0, 0, 0
0.35180724, 1, 0, 0, 0
0.35180736, 0, 0, 0, 0
0.35180748, 1, 0, 0, 0
0.35180760, 0, 0, 0, 0
0.35180772, 1, 0, 0, 0
0.35180784, 0, 0, 0, 0
0.35180786, 0, 1, 0, 0
0.35180798, 1, 1, 0, 0
0.35180810, 0, 0, 0, 0
0.35180812, 0, 0, 1, 0
0.35180822, 1, 0, 1, 0
0.35180834, 0, 0, 1, 0
0.35180836, 0, 0, 0, 0
0.35180846, 1, 0, 0, 0
0.35180858, 0, 0, 0, 0
0.35180862, 0, 0, 1, 0
0.35180872, 1, 0, 1, 0
0.35180884, 0, 0, 1, 0
0.35180896, 1, 0, 1, 0
0.35180908, 0, 0, 1, 0
0.35180910, 0, 0, 0, 0
0.35180920, 1, 0, 0, 0
0.35180932, 0, 0, 0, 0
0.35180944, 1, 0, 0, 0
0.35180958, 0, 0, 0, 0
0.35180970, 1, 0, 0, 0
0.35180982, 0, 0, 0, 0
0.35180994, 1, 0, 0, 0
0.35181006, 0, 0, 0, 0
0.35181010, 0, 0, 1, 0
0.35181018, 1, 0, 1, 0
0.35181032, 0, 0, 1, 0
0.35181044, 1, 0, 1, 0
0.35181056, 0, 0, 1, 0
0.35181058, 0, 0, 0, 0
0.35181068, 1, 0, 0, 0
0.35181080, 0, 0, 0, 0
0.35181082, 0, 0, 1, 0
0.35181092, 1, 0, 1, 0
0.35181104, 0, 0, 1, 0
0.35181108, 0, 0, 0, 0
0.35181118, 1, 0, 0, 0
0.35181130, 0, 0, 0, 0
0.35181142, 1, 0, 0, 0
0.35181154, 0, 0, 0, 0
0.35181166, 1, 0, 0, 0
0.35181178, 0, 0, 0, 0
0.35181192, 1, 0, 0, 0
0.35181204, 0, 0, 0, 0
0.35181206, 0, 0, 1, 0
0.35181216, 1, 0, 1, 0
0.35181228, 0, 0, 1, 0
0.35181230, 0, 1, 1, 0
0.35181240, 1, 1, 1, 0
0.35181252, 0, 1, 1, 0
0.35181254, 0, 0, 1, 0
0.35181266, 1, 0, 1, 0
0.35181278, 0, 0, 1, 0
0.35181290, 1, 0, 1, 0
0.35181302, 0, 0, 1, 0
0.35181304, 0, 0, 0, 0
0.35181314, 1, 0, 0, 0
0.35181326, 0, 0, 0, 0
0.35181338, 1, 0, 0, 0
0.35181352, 0, 0, 0, 0
0.35181364, 1, 0, 0, 0
0.35181376, 0, 0, 0, 0
0.35181378, 0, 0, 1, 0
0.35181388, 1, 0, 1, 0
0.35181400, 0, 0, 1, 0
0.35181402, 0, 0, 0, 0
0.35181412, 1, 0, 0, 0
0.35181426, 0, 0, 0, 0
0.35181438, 1, 0, 0, 0
0.35181450, 0, 0, 0, 0
0.35181462, 1, 0, 0, 0
0.35181474, 0, 0, 0, 0
0.35181476, 0, 0, 1, 0
0.35181486, 1, 0, 1, 0
0.35181500, 0, 0, 1, 0
0.35181502, 0, 0, 0, 0
0.35181512, 1, 0, 0, 0
0.35181524, 0, 0, 0, 0
0.35181536, 1, 0, 0, 0
0.35181548, 0, 0, 0, 0
0.35181550, 0, 0, 1, 0
0.35181560, 1, 0, 1, 0
0.35181574, 0, 0, 1, 0
0.35181576, 0, 0, 0, 0
0.35181586, 1, 0, 0, 0
0.35181598, 0, 0, 0, 0
0.35181600, 0, 1, 1, 0
0.35181610, 1, 1, 1, 0
0.35181622, 0, 1, 1, 0
0.35181624, 0, 0, 1, 0
0.35181634, 1, 0, 1, 0
0.35181646, 0, 0, 1, 0
0.35181648, 0, 1, 1, 0
0.35181650, 0, 1, 0, 0
0.35181660, 1, 1, 0, 0
0.35181672, 0, 0, 0, 0
0.35181674, 0, 0, 1, 0
0.35181684, 1, 0, 1, 0
0.35181696, 0, 0, 1, 0
0.35181698, 0, 0, 0, 0
0.35181708, 1, 0, 0, 0
0.35181720, 0, 0, 0, 0
0.35181722, 0, 1, 0, 0
0.35181734, 1, 1, 0, 0
0.35181746, 0, 0, 0, 0
0.35181758, 1, 0, 0, 0
0.35181770, 0, 0, 0, 0
0.35181782, 1, 0, 0, 0
0.35181794, 0, 0, 0, 0
0.35181808, 1, 0, 0, 0
0.35181820, 0, 0, 0, 0
0.35181832, 1, 0, 0, 0
0.35181844, 0, 0, 0, 0
0.35181856, 1, 0, 0, 0
0.35182042, 1, 0, 0, 1
0.35183550, 1, 0, 0, 0
0.35183552, 1, 1, 0, 0
0.35183790, 0, 1, 0, 0
0.35183792, 0, 0, 0, 0
0.35183794, 0, 0, 1, 0
